VIN,"Stock Number",New/Used,MSRP,Year,Make,Model,"Body Style",Series,"Exterior Colour","Interior Colour",Trim,"Engine Size","Cylinder Count","Door Count","Drive configuration","Additional Options","Current Miles","Date Added to Inventory",Status,"Fuel Type","Vehicle Location","Certified Pre-owned",Price,"Transmission Description","Internet Description","Vehicle Class","Main Photo","Main Photo Last Modified Date","Extra Photos","Extra Photo Last Modified Date"
3VW1K7AJ8FM207740,E2782,Used,7995,2015,Volkswagen,Jetta,sedan,,white,cloth,TRENDLINE,2.0L,4,"4 Dr",FWD,"2-Year free oil changes included on all our certified vehicles;",158910,07/10/2020,"In Stock","REGULAR unleaded",Dundas,TRUE,7995,Manual,"Looking to Purchase or Finance a Volkswagen Jetta or just a Volkswagen Sedan? We carry 100's of handpicked vehicles and have multiple Volkswagen Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Volkswagen Jettas or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW VOLKSWAGEN JETTA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW VOLKSWAGEN JETTA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Volkswagen Jetta has Empire Auto Group's Seal of Approval. * This Volkswagen Jetta looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2782/01.jpg,"17/08/2020 13:21:49",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2782/02.jpg;https://empireautolondon.com/inventory/E2782/03.jpg;https://empireautolondon.com/inventory/E2782/04.jpg;https://empireautolondon.com/inventory/E2782/05.jpg;https://empireautolondon.com/inventory/E2782/06.jpg;https://empireautolondon.com/inventory/E2782/07.jpg;https://empireautolondon.com/inventory/E2782/08.jpg,"06/07/2020 10:45:58;17/08/2020 13:21:49;17/08/2020 13:21:50;17/08/2020 13:21:50;17/08/2020 13:21:51;17/08/2020 13:21:51;17/08/2020 13:21:52;17/08/2020 13:21:53"
2C3CDXHGXFH857124,E2772,Used,13988,2015,Dodge,Charger,sedan,,black,cloth,SXT,3.5L,,"4 Dr",FWD,"2 year free oil changes included on all our certified vehicles;",132978,07/07/2020,"In Stock","REGULAR unleaded",Springbank,TRUE,13988,Automatic,"Looking to Purchase or Finance a Dodge Charger or just a Dodge Sedan? We carry 100's of handpicked vehicles and have multiple Dodge Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Dodge Chargers or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW DODGE CHARGER! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW DODGE CHARGER INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Dodge Charger has Empire Auto Group's Seal of Approval. * This Dodge Charger looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
1C6RR7VM3FS576977,S4940,Used,26988,2015,Ram,1500,truck,,silver,leather,LARAMIE,3.0L,6,4-Dr,4WD,"LEATHER INTERIOR - BIG SCREEN - COVER - 2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",146702,06/29/2020,"In Stock",diesel,Dundas,TRUE,26988,Automatic,"Looking to Purchase or Finance a Ram 1500 or just a Ram Truck? We carry 100's of handpicked vehicles and have multiple Ram Trucks in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Ram 1500s or  similar Trucks. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW RAM 1500! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW RAM 1500 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Ram 1500 has Empire Auto Group's Seal of Approval. * This Ram 1500 looks sharp in silver. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",truck,https://empireautolondon.com/inventory/S4940/01.jpg,"29/07/2020 13:03:00",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4940/02.jpg;https://empireautolondon.com/inventory/S4940/03.jpg;https://empireautolondon.com/inventory/S4940/04.jpg;https://empireautolondon.com/inventory/S4940/05.jpg;https://empireautolondon.com/inventory/S4940/06.jpg;https://empireautolondon.com/inventory/S4940/07.jpg;https://empireautolondon.com/inventory/S4940/08.jpg;https://empireautolondon.com/inventory/S4940/09.jpg;https://empireautolondon.com/inventory/S4940/10.jpg;https://empireautolondon.com/inventory/S4940/11.jpg;https://empireautolondon.com/inventory/S4940/12.jpg;https://empireautolondon.com/inventory/S4940/13.jpg;https://empireautolondon.com/inventory/S4940/14.jpg,"06/07/2020 10:45:58;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00;29/07/2020 13:03:00"
3N1CE2CPXFL427509,S4917,Used,10238,2015,Nissan,"Versa Note",hatchback,,black,other,,1.6L,4,4-dr,FWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",138218,06/01/2020,"In Stock","regular unleaded",Southdale,TRUE,10238,Automatic,"Looking to Purchase or Finance a Nissan Versa Note or just a Nissan Hatchback? We carry 100's of handpicked vehicles and have multiple Nissan Hatchbacks in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Versa Notes or  similar Hatchbacks. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN VERSA NOTE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN VERSA NOTE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Versa note has Empire Auto Group's Seal of Approval. * This Nissan Versa note looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",hatchback,https://empireautolondon.com/inventory/S4917/01.jpg,"04/08/2020 09:40:00",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4917/02.jpg;https://empireautolondon.com/inventory/S4917/03.jpg;https://empireautolondon.com/inventory/S4917/04.jpg;https://empireautolondon.com/inventory/S4917/05.jpg;https://empireautolondon.com/inventory/S4917/06.jpg;https://empireautolondon.com/inventory/S4917/07.jpg;https://empireautolondon.com/inventory/S4917/08.jpg;https://empireautolondon.com/inventory/S4917/09.jpg;https://empireautolondon.com/inventory/S4917/10.jpg;https://empireautolondon.com/inventory/S4917/11.jpg;https://empireautolondon.com/inventory/S4917/12.jpg;https://empireautolondon.com/inventory/S4917/13.jpg;https://empireautolondon.com/inventory/S4917/14.jpg;https://empireautolondon.com/inventory/S4917/15.jpg,"06/07/2020 10:45:58;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00;04/08/2020 09:40:00"
1N6AA0EC5FN504895,E2640,Used,22738,2015,Nissan,Titan,truck,,grey,black,SV,5.6L,8,"4 Dr",4WD,"BACK-UP CAMERA; BLUETOOTH CONNECTIVITY; 4WD; DUAL AIR BAGS; POWER STEERING; 5 PASSENGER; HARD TOP; POWER WINDOWS; AIR CONDITIONING; HEATED MIRRORS; RF SIDE AIRBAG; AIRBAG FRONT LEFT; LF SIDE AIRBAG; SIDE STEPS; AIRBAG FRONT LEFT; MP3 CAPABILITY; TILT WHEEL; AIRBAG FRONT RIGHT; PEDALS – ADJUSTABLE; AM/FM/CD; POWER DRIVER SEAT; TRACTION CONTROL; CD IN DASH; POWER LOCKS; TRAILER HITCH; CLOTH SEATS; POWER MIRRORS; USB INPUT; CRUISE CONTROL; POWER MIRRORS; 2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",110632,05/28/2020,"In Stock","regular unleaded",Southdale,TRUE,22738,Automatic,"Looking to Purchase or Finance a Nissan Titan or just a Nissan Truck? We carry 100's of handpicked vehicles and have multiple Nissan Trucks in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Titans or  similar Trucks. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN TITAN! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN TITAN INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Titan has Empire Auto Group's Seal of Approval. * This Nissan Titan looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",truck,https://empireautolondon.com/inventory/E2640/01.jpg,"06/07/2020 12:28:50",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2640/02.jpg;https://empireautolondon.com/inventory/E2640/03.jpg;https://empireautolondon.com/inventory/E2640/04.jpg;https://empireautolondon.com/inventory/E2640/05.jpg;https://empireautolondon.com/inventory/E2640/06.jpg;https://empireautolondon.com/inventory/E2640/07.jpg;https://empireautolondon.com/inventory/E2640/08.jpg,"06/07/2020 10:45:58;06/07/2020 12:28:50;06/07/2020 12:28:50;06/07/2020 12:28:50;06/07/2020 12:28:50;06/07/2020 12:28:50;06/07/2020 12:28:50;06/07/2020 12:28:50"
5N1AT2MV1FC847514,E2599,Used,17738,2015,Nissan,Rogue,suv,,silver,leather,SL,2.5l,4,"4 Dr",AWD,,118105,04/27/2020,"In Stock","regular unleaded",Dundas,TRUE,17738,Automatic,"Looking to Purchase or Finance a Nissan Rogue or just a Nissan Suv? We carry 100's of handpicked vehicles and have multiple Nissan Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Rogues or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN ROGUE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN ROGUE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Rogue has Empire Auto Group's Seal of Approval. * This Nissan Rogue looks sharp in silver. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2599/01.jpg,"06/07/2020 12:28:16",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2599/02.jpg;https://empireautolondon.com/inventory/E2599/03.jpg;https://empireautolondon.com/inventory/E2599/04.jpg;https://empireautolondon.com/inventory/E2599/05.jpg;https://empireautolondon.com/inventory/E2599/06.jpg;https://empireautolondon.com/inventory/E2599/07.jpg;https://empireautolondon.com/inventory/E2599/08.jpg;https://empireautolondon.com/inventory/E2599/09.jpg;https://empireautolondon.com/inventory/E2599/10.jpg;https://empireautolondon.com/inventory/E2599/11.jpg;https://empireautolondon.com/inventory/E2599/12.jpg,"06/07/2020 10:45:58;06/07/2020 12:28:17;06/07/2020 12:28:17;06/07/2020 12:28:17;06/07/2020 12:28:17;06/07/2020 12:28:18;06/07/2020 12:28:18;06/07/2020 12:28:18;06/07/2020 12:28:18;06/07/2020 12:28:18;06/07/2020 12:28:18;06/07/2020 12:28:19"
1C3CCCCG9FN610977,E2596,Used,9745,2015,Chrysler,200,sedan,,black,"leather ",C,3.6L,6,"4 Dr",FWD,"C; 9-Speed A/T; FWD; Sedan Back-Up Camera; Enhanced Climate Control; Handsfree Connectivity; Heated Seats; Leather; Power Seats; Steering Wheel Audio Controls; Sun/Moon Roof",186872,2020/04/16,"In Stock","regular unleaded",Southdale,TRUE,9745,Automatic,"Looking to Purchase or Finance a Chrysler 200 or just a Chrysler Sedan? We carry 100's of handpicked vehicles and have multiple Chrysler Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Chrysler 200s or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW CHRYSLER 200! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW CHRYSLER 200 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Chrysler 200 has Empire Auto Group's Seal of Approval. * This Chrysler 200 looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2596/01.jpg,"06/07/2020 12:28:12",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2596/02.jpg;https://empireautolondon.com/inventory/E2596/03.jpg;https://empireautolondon.com/inventory/E2596/04.jpg;https://empireautolondon.com/inventory/E2596/05.jpg;https://empireautolondon.com/inventory/E2596/06.jpg;https://empireautolondon.com/inventory/E2596/07.jpg;https://empireautolondon.com/inventory/E2596/08.jpg;https://empireautolondon.com/inventory/E2596/09.jpg;https://empireautolondon.com/inventory/E2596/10.jpg;https://empireautolondon.com/inventory/E2596/11.jpg;https://empireautolondon.com/inventory/E2596/12.jpg;https://empireautolondon.com/inventory/E2596/13.jpg;https://empireautolondon.com/inventory/E2596/14.jpg;https://empireautolondon.com/inventory/E2596/15.jpg;https://empireautolondon.com/inventory/E2596/16.jpg,"06/07/2020 10:45:58;06/07/2020 12:28:13;06/07/2020 12:28:13;06/07/2020 12:28:13;06/07/2020 12:28:13;06/07/2020 12:28:13;06/07/2020 12:28:13;06/07/2020 12:28:14;06/07/2020 12:28:14;06/07/2020 12:28:14;06/07/2020 12:28:14;06/07/2020 12:28:14;06/07/2020 12:28:14;06/07/2020 12:28:14;06/07/2020 12:28:15;06/07/2020 12:28:15"
JN1BJ0HR1FM771189,E2577,Used,17238,2015,Infiniti,Qx,suv,,black,leather,50,3.7l,6,"4 Dr",AWD,,134059,2020/06/08,"In Stock","regular unleaded",Southdale,TRUE,17238,Automatic,"Looking to Purchase or Finance a Infiniti Qx or just a Infiniti Suv? We carry 100's of handpicked vehicles and have multiple Infiniti Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Infiniti Qxs or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW INFINITI QX! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW INFINITI QX INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Infiniti Qx has Empire Auto Group's Seal of Approval. * This Infiniti Qx looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2577/01.jpg,"06/07/2020 12:27:48",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
3C4PDCCG3FT548812,E2336,Used,15745,2015,Dodge,Journey,suv,,blue,"7 pass power group","SXT 7 PASS*3.6L FWD",3.6L,6,4-Dr,FWD,"7 pass SXT; 3;6L V6 FFV; 6-Speed A/T; FWD; Sport Utility Enhanced Climate Control; Heated Seats; Steering Wheel Audio Controls 2-year free oil changes included on all our certified vehicles",178000,12/09/2019,"In Stock","Regular unleaded",Southdale,TRUE,15745,Automatic,"Looking to Purchase or Finance a Dodge Journey or just a Dodge Suv? We carry 100's of handpicked vehicles and have multiple Dodge Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Dodge Journeys or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW DODGE JOURNEY! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW DODGE JOURNEY INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Dodge Journey has Empire Auto Group's Seal of Approval. * This Dodge Journey looks sharp in blue. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2336/01.jpg,"06/07/2020 12:22:59",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2336/02.jpg;https://empireautolondon.com/inventory/E2336/03.jpg;https://empireautolondon.com/inventory/E2336/04.jpg;https://empireautolondon.com/inventory/E2336/05.jpg;https://empireautolondon.com/inventory/E2336/06.jpg;https://empireautolondon.com/inventory/E2336/07.jpg;https://empireautolondon.com/inventory/E2336/08.jpg;https://empireautolondon.com/inventory/E2336/09.jpg;https://empireautolondon.com/inventory/E2336/10.jpg;https://empireautolondon.com/inventory/E2336/11.jpg,"06/07/2020 10:45:58;06/07/2020 12:22:59;06/07/2020 12:22:59;06/07/2020 12:22:59;06/07/2020 12:23:00;06/07/2020 12:22:59;06/07/2020 12:23:00;06/07/2020 12:23:00;06/07/2020 12:23:00;06/07/2020 12:23:00;06/07/2020 12:23:00"
KMHGN4JE4FU026051,S4738,Used,22738,2015,Hyundai,Genesis,sedan,,grey,other,SEDAN,3.8L,6,4Dr,FWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",107067,10/15/2019,"In Stock",GASOLINE,Springbank,TRUE,22738,Automatic,"Looking to Purchase or Finance a Hyundai Genesis or just a Hyundai Sedan? We carry 100's of handpicked vehicles and have multiple Hyundai Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Hyundai Genesiss or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW HYUNDAI GENESIS! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW HYUNDAI GENESIS INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Hyundai Genesis has Empire Auto Group's Seal of Approval. * This Hyundai Genesis looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/S4738/01.jpg,"06/07/2020 14:26:57",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4738/02.jpg;https://empireautolondon.com/inventory/S4738/03.jpg;https://empireautolondon.com/inventory/S4738/04.jpg;https://empireautolondon.com/inventory/S4738/05.jpg;https://empireautolondon.com/inventory/S4738/06.jpg;https://empireautolondon.com/inventory/S4738/07.jpg;https://empireautolondon.com/inventory/S4738/08.jpg;https://empireautolondon.com/inventory/S4738/09.jpg;https://empireautolondon.com/inventory/S4738/10.jpg;https://empireautolondon.com/inventory/S4738/11.jpg;https://empireautolondon.com/inventory/S4738/12.jpg;https://empireautolondon.com/inventory/S4738/13.jpg;https://empireautolondon.com/inventory/S4738/14.jpg;https://empireautolondon.com/inventory/S4738/15.jpg;https://empireautolondon.com/inventory/S4738/16.jpg;https://empireautolondon.com/inventory/S4738/17.jpg;https://empireautolondon.com/inventory/S4738/18.jpg,"06/07/2020 10:45:58;06/07/2020 14:26:57;06/07/2020 14:26:57;06/07/2020 14:26:57;06/07/2020 14:26:58;06/07/2020 14:26:57;06/07/2020 14:26:58;06/07/2020 14:26:58;06/07/2020 14:26:58;06/07/2020 14:26:58;06/07/2020 14:26:59;06/07/2020 14:26:59;06/07/2020 14:26:59;06/07/2020 14:26:59;06/07/2020 14:26:59;06/07/2020 14:27:00;06/07/2020 14:27:00;06/07/2020 14:27:00"
3LN6L2G97FR605171,E2184,Used,21995,2015,Lincoln,"Mkz ",sedan,,grey," leather*back-up camera cloth seats handsfree connect heated seats navigation power seats sun/m","SPORTS UTILITY 2.0T",2.0l,4,"4 Dr",FWD,"2-year free oil changes included on all our certified vehicles",84529,10/09/2019,"In Stock","regular unleaded",Springbank,TRUE,21995,Automatic,"Looking to Purchase or Finance a Lincoln Mkz  or just a Lincoln Sedan? We carry 100's of handpicked vehicles and have multiple Lincoln Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Lincoln Mkz s or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW LINCOLN MKZ ! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW LINCOLN MKZ  INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Lincoln Mkz  has Empire Auto Group's Seal of Approval. * This Lincoln Mkz  looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2184/01.jpg,"06/07/2020 12:17:53",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2184/02.jpg;https://empireautolondon.com/inventory/E2184/03.jpg;https://empireautolondon.com/inventory/E2184/04.jpg;https://empireautolondon.com/inventory/E2184/05.jpg;https://empireautolondon.com/inventory/E2184/06.jpg;https://empireautolondon.com/inventory/E2184/07.jpg;https://empireautolondon.com/inventory/E2184/08.jpg;https://empireautolondon.com/inventory/E2184/09.jpg;https://empireautolondon.com/inventory/E2184/10.jpg;https://empireautolondon.com/inventory/E2184/11.jpg;https://empireautolondon.com/inventory/E2184/12.jpg;https://empireautolondon.com/inventory/E2184/13.jpg;https://empireautolondon.com/inventory/E2184/14.jpg;https://empireautolondon.com/inventory/E2184/15.jpg;https://empireautolondon.com/inventory/E2184/16.jpg;https://empireautolondon.com/inventory/E2184/17.jpg;https://empireautolondon.com/inventory/E2184/18.jpg;https://empireautolondon.com/inventory/E2184/19.jpg;https://empireautolondon.com/inventory/E2184/20.jpg;https://empireautolondon.com/inventory/E2184/21.jpg;https://empireautolondon.com/inventory/E2184/22.jpg;https://empireautolondon.com/inventory/E2184/23.jpg;https://empireautolondon.com/inventory/E2184/24.jpg;https://empireautolondon.com/inventory/E2184/25.jpg;https://empireautolondon.com/inventory/E2184/26.jpg;https://empireautolondon.com/inventory/E2184/27.jpg,"06/07/2020 10:45:58;06/07/2020 12:17:53;06/07/2020 12:17:53;06/07/2020 12:17:54;06/07/2020 12:17:54;06/07/2020 12:17:54;06/07/2020 12:17:55;06/07/2020 12:17:55;06/07/2020 12:17:55;06/07/2020 12:17:55;06/07/2020 12:17:55;06/07/2020 12:17:56;06/07/2020 12:17:56;06/07/2020 12:17:56;06/07/2020 12:17:56;06/07/2020 12:17:56;06/07/2020 12:17:56;06/07/2020 12:17:56;06/07/2020 12:17:57;06/07/2020 12:17:57;06/07/2020 12:17:57;06/07/2020 12:17:57;06/07/2020 12:17:57;06/07/2020 12:17:57;06/07/2020 12:17:58;06/07/2020 12:17:58;06/07/2020 12:17:58"
5NPE24AFXFH097004,S4705,Used,12738,2015,Hyundai,Sonata,sedan,,white,other,"ECO* 2.4 L GLS SEDAN * FWD ",1.4L,4,4Dr,FWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",148923,09/18/2019,"In Stock",GASOLINE,Dundas,TRUE,12738,Automatic,"Looking to Purchase or Finance a Hyundai Sonata or just a Hyundai Sedan? We carry 100's of handpicked vehicles and have multiple Hyundai Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Hyundai Sonatas or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW HYUNDAI SONATA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW HYUNDAI SONATA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Hyundai Sonata has Empire Auto Group's Seal of Approval. * This Hyundai Sonata looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/S4705/01.jpg,"06/07/2020 14:21:09",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4705/02.jpg;https://empireautolondon.com/inventory/S4705/03.jpg;https://empireautolondon.com/inventory/S4705/04.jpg;https://empireautolondon.com/inventory/S4705/05.jpg;https://empireautolondon.com/inventory/S4705/06.jpg;https://empireautolondon.com/inventory/S4705/07.jpg;https://empireautolondon.com/inventory/S4705/08.jpg;https://empireautolondon.com/inventory/S4705/09.jpg;https://empireautolondon.com/inventory/S4705/10.jpg;https://empireautolondon.com/inventory/S4705/11.jpg;https://empireautolondon.com/inventory/S4705/12.jpg;https://empireautolondon.com/inventory/S4705/13.jpg;https://empireautolondon.com/inventory/S4705/14.jpg;https://empireautolondon.com/inventory/S4705/15.jpg;https://empireautolondon.com/inventory/S4705/16.jpg;https://empireautolondon.com/inventory/S4705/17.jpg;https://empireautolondon.com/inventory/S4705/18.jpg;https://empireautolondon.com/inventory/S4705/19.jpg;https://empireautolondon.com/inventory/S4705/20.jpg;https://empireautolondon.com/inventory/S4705/21.jpg;https://empireautolondon.com/inventory/S4705/22.jpg;https://empireautolondon.com/inventory/S4705/23.jpg,"06/07/2020 10:45:58;06/07/2020 14:21:10;06/07/2020 14:21:10;06/07/2020 14:21:10;06/07/2020 14:21:10;06/07/2020 14:21:10;06/07/2020 14:21:10;06/07/2020 14:21:11;06/07/2020 14:21:11;06/07/2020 14:21:11;06/07/2020 14:21:12;06/07/2020 14:21:11;06/07/2020 14:21:12;06/07/2020 14:21:12;06/07/2020 14:21:12;06/07/2020 14:21:12;06/07/2020 14:21:12;06/07/2020 14:21:13;06/07/2020 14:21:13;06/07/2020 14:21:13;06/07/2020 14:21:13;06/07/2020 14:21:13;06/07/2020 14:21:13"
